,prod_name,rating,rating_count,desc,profile,vitolas,Binder,Filler,Flavored,Has Tip,More Details,Origin,Pressed,Profile,Shapes,Sweet,Wrapper,Brand:
205,Bold by Nish Patel,Rated 5 out of 5, Based on 3 Ratings ,"Get Bold. Nish Patel, younger brother of Rocky Patel, proves that talent runs in the family. He spent five years perfecting a blend that would be worthy of the Patel name. It's got a flavor unlike anything you've tried before, so prepare to be amazed.Bold by Nish Patel starts with a smooth, dark brown and well-aged Connecticut Broadleaf wrapper. Take a peek under the hood and you will find a double binder, one San Andres and one Connecticut, and a balanced medley of Nicaraguan long-fillers from Jalapa and Esteli. The flavors are distinctive, and include white pepper, cocoa, sweet spice, and roasted coffee. Hearty, BOLD, and intense, it's hard not to take notice of this unique blend.",Medium-Full,"['Gordo', 'Robusto', 'Toro']","Connecticut, Mexican",Nicaraguan,False,No,More Details,Nicaragua,No,,"Gordo, Robusto, Toro",No,Connecticut Broadleaf,Rocky Patel Cigars
206,Bolivar,Rated 4.48 out of 5, Based on 31 Ratings ,"Rich in history and flavor, the Bolivar Dominican cigar!If you desire a cigar that is fuller in strength, look no further than Bolivar. Behind the well-known Bolivar cigar brand name lies a long, rich history in premium cigars dating back to 1901. Bold and authoritative yet not overwhelming are characteristics of the exceptional handmade that mimic those of one of history’s greatest liberators, Simon Bolivar. The dark, reddish-hued ligero wrapper from Honduras combines with a long-leaf blend of tobaccos from the Dominican Republic and two different types of Nicaraguan fillers. The result in these robust Bolivar cigars is a smooth profile with a slight sweetness on the aftertaste. Ideal for an end of the night indulgence before you hit the hay. As one of the best cigars out there, Get your Bolivar box of 25 while they’re still on the shelves. Viva Bolivar!Bolivar received a well-deserved 90-rating noting: ""A rich brown wrapper. This cigar burns and draws well, with creamy, slightly sweet flavors. A well-made cigar."" ",Medium,"['Churchill', 'Gigante', 'Robusto']",Connecticut Broadleaf,"Dominican, Nicaraguan",False,No,More Details,Dominican Republic,No,,"Churchill, Gigante, Robusto",No,Ligero,
207,Bolivar Cofradia,Rated 4.48 out of 5,,"Not for the faint of heart.    Bolivar, a brand rich in premium cigar history dating back to 1901, and bearing last name of the famous liberator of Southern America from Spanish rule, has created yet another potent blend for its line. Drawing inspiration from Simon Bolivar's bold and authoritative battle strategies, cigar industry legend Estelo Padron designed their newest creation to come out swinging. Made in Honduras, Bolivar Cofradia combines Honduran and Nicaraguan long fillers with a Connecticut binder and wraps it up in a robust Connecticut Broadleaf wrapper creating a full-bodied profile filled with notes of hearty earth and spice, guaranteed to wow even the most seasoned aficionado. Solid construction and lengthy burn time round out the gratifying experience and make this the perfect addition to anyone's humidor. ",Full,"['Churchill', 'Petite Corona', 'Robusto', 'Toro', 'Torpedo']",Connecticut Broadleaf,"Honduran, Nicaraguan",False,,More Details,Honduras,False,,"Churchill, Petite Corona, Robusto, Toro, Torpedo",False,Ecuador Sumatra,
208,Bolivar Heritage Series,Rated 4.83 out of 5, Based on 6 Ratings ,"Bolivar solidifies its reputation.The legendary Bolivar brand has been re-imagined, rejuvenated, and reinvigorated. The story began back in the early 20th century when the brand, named after “The Liberator” Simon Bolivar, was founded in Cuba. A testament to their quality and consistency, Bolivar is now releasing the long-awaited Bolivar Heritage Series. Heritage opens up with a bang, boasting heady notes of cashew mixed with white pepper. It's Connecticut maduro wrapper is seamless, hiding an Ecuadorian Sumatra binder and long-fillers from Honduras and Nicaragua. The further you burn it down, notes of earth, leather, and spices are revealed. Another step in the right direction, Bolivar Heritage is a must-try. ​",Medium,['Robusto'],,,False,No,More Details,Dominican Republic,No,,Robusto,No,Connecticut,
209,Boss Classic,Rated 4 out of 5, Based on 8 Ratings ,"Yeah that’s right, you show that cigar who’s boss.Boss Classic comes out of the gates swinging. With a name like Boss, the blend has a lot to live up to, and Boss Classic delivers on all fronts. With eye-catching packaging and handcrafted by a second generation blender, Boss Classic is a refined premium you don’t want to pass over.Crafted by Henke Kelner, Jr. in his Dominican factory, Boss Classic features a blend of Peruvian, Nicaraguan, and Dominican long-fillers tucked beneath a Brazilian wrapper. On the softer side of medium-bodied, this blend greets you with flavors of coffee, dried fruit, and wood, and delivers a well-balanced and complex experience. With immaculate construction, a subtle transition of flavors, and a room pleasing aroma, Boss Classic is an exceptional cigar and will be embraced by newbies and grizzled cigar vets alike. Pick up some Boss Classic cigars today and leave no doubt that you’re the boss of your domain. ​",Medium,"['Churchill', 'Robusto', 'Toro']",,"Dominican, Nicaraguan, Peruvian",False,No,More Details,Dominican Republic,No,,"Churchill, Robusto, Toro",No,Brazilian,Bugatti Cigars
210,Boutique Blends La Boheme,Rated 4.6 out of 5, Based on 10 Ratings ,"This new offering hits all the right notes. La Boheme is a grand addition to a line that needs no introduction. From Boutique Blends, the team behind the #1 non-Cuban cigar of the year, La Boheme takes its name from Giacomo Puccini’s distinguished 1895 opera. Which happens to be Boutique Blends owner Rafael Nodal’s favorite work of Puccini’s. La Boheme emerges with enough class to match its refined taste and its ornate presentation is as striking as the Sydney Opera House itself.The blend starts softly, with well-aged Dominican long-fillers before slowly growing in strength. Gradually, the exquisite Ecuadorian Habano wrapper brings the mixture together, producing a truly enjoyable medium to full-bodied experience that’s layered with rich notes of coffee, wood, nuts, cream, and caramel. ​Very limited production to ensure a high quality product. So when you see em’ – snag em’!   La Boheme received Top 25 honors for 2015 (#12 overall) and a 94-rating noting: ""The combination of Ecuadoran Habano wrapper and Cuban-seed tobaccos has all the dynamic range of an operatic performance, hitting baritone notes like earth and ripe fruit, all the way to bright soprano tones of spice, ending with a midrange nutty finish.""​",Medium-Full,"['Corona', 'Toro']",,Dominican,False,No,More Details,Dominican Republic,No,,"Corona, Toro",No,Ecuador Habano,
211,Boutique Blends La Boheme Encantador,Rated 4.82 out of 5, Based on 11 Ratings ,"A simply lovely blendWhy mess with a good thing? I can only think of one solid reason…to make it better! And that’s what Boutique Blends set out to do with the newest extension of the fan-favorite, 91-rated La Boheme. The new addition, dubbed La Boheme Encantador, ratchets up the intensity for a flavor-filled, full-bodied show-stopper that’s sure to follow down the same path paved by the original.Featured on Encantador’s face is a high priming Ecuadorian Habano wrapper leaf, dark and chock-full of oily goodness. Lying just beneath, Dominican binder and long-filler leaves intertwine in sturdy, box-pressed fashion. Bold, rich notes of white pepper, honey, oak, and spice excite the palate from first light. If you’re looking for your new favorite treat, look no further.​",Medium-Full,"['Belicoso', 'Corona', 'Robusto', 'Toro']",Dominican,Dominican,False,No,More Details,Dominican Republic,No,,"Belicoso, Corona, Robusto, Toro",No,Ecuador Habano,
212,Brazilian Cream,Rated 4.5 out of 5, Based on 14 Ratings ,"Get on the Cream Team!When you’re perusing the insane discounts and great prices on all things cigars at Cigars International, you’ll no doubt notice our huge selection of bundle-brand sticks. Bundle brands fill a particular niche in the cigar industry, perfect for days outside doing yardwork, kicking it in the garage, after a few drinks, or whenever you need something to puff on that won’t break the bank. The quality of these selections runs the gamut, but when we tried a sample of these Brazilian Creams, a lot of us couldn’t even tell the Nicaraguan filler is Cuban-sandwich style. The hearty Brazilian wrapper provides rich, zesty notes and the finish is redolent of cigars five times the price. Grab a bundle of Brazilian Cream, and light up for pennies with pride!",Medium-Full,"['Churchill', 'Robusto', 'Toro', 'Torpedo']",,Nicaraguan,False,No,More Details,Nicaragua,No,,"Churchill, Robusto, Toro, Torpedo",No,Brazilian,
213,Brick House,Rated 4.63 out of 5, Based on 108 Ratings ,"She's a....Originally created by Julius Caeser Newman in 1937, Brick House has been a stalwart in the industry for decades. The brand gets it's name from the family's house in Hungary, a (you guessed it) brick house that housed the family up top, and the tavern they read on the bottom. Today, Brick House has stood the test of time, still delivering a top-shelf, complex handmade at an extremely wallet-friendly price. Brick House is a gorgeous Nicaraguan puro crafted with a dark, reddish-brown Habano wrapper and a robust blend of Nicaraguan long-fillers. The result is a medium to full-bodied cigar that's rich, flavorful, and smooth. Notes of earth, cedar, pepper, and coffee are complemented by a toasty, slightly sweet finish. Well-made, tasty, and modestly priced. Brick House received a well-deserved 93-rating and was named a Top 25 Cigar of 2016 AND a Top 25 Cigar of 2010. That's consistency! The reviews noted: ""It's hard to beat the bang-for-the-buck factor of the cigar, a $5 Nicaraguan Puro with copious amounts of flavor. It smacks of sweet wood and tea with a toasty aftertaste.""",Medium-Full,"['Churchill', 'Corona', 'Gordo', 'Robusto', 'Toro', 'Torpedo']",Nicaraguan,Nicaraguan,False,No,More Details,Nicaragua,No,,"Churchill, Corona, Gordo, Robusto, Toro, Torpedo",No,"Habano, Nicaraguan",
214,Brick House Connecticut,Rated 4.4 out of 5, Based on 90 Ratings ,"Nearly 100 years of history...Brick House Cigars, crafted by the J.C. Newman Cigar Company, were first launched in 1937 as true Cuban Puros made with the finest Havana tobaccos. The Cuban embargo ended all of that and Brick House was later relaunched by J.C. Newman as a Nicaraguan puro that shattered all expectations. It quickly became a top-rated, fan favorite blend known to be a great bang-for-the-buck cigar. The entire Brick House line contains pure Nicaraguan cigars with quality construction and loads of rich flavor, not to mention being priced right in the $6 wheelhouse. Now extended to offer all of this in a mellower fashion with Brick House Connecticut — though the cigar is not as full-bodied as its counterparts, its certainly still full-flavored. Handmade by J.C. Newman in Nicaragua, Brick House Connecticut is adorned with a natural golden brown wrapper. Puff after puff you’ll be met with tame hints of sweet cedar, cream, and toast. If you enjoyed the original Brick House, be sure to give its mellow friend a try.  ",Mellow-Medium,"['Churchill', 'Corona', 'Gordo', 'Robusto', 'Toro', 'Torpedo']",Connecticut Broadleaf,Nicaraguan,False,No,More Details,Nicaragua,No,,"Churchill, Corona, Gordo, Robusto, Toro, Torpedo",No,Connecticut,
215,Brick House Fumas,Rated 4.28 out of 5, Based on 1050 Ratings ,"Tradition meets value. For over 100 years, the J.C. Newman Cigar Co. has perfected their craft of superior cigar-making. With roots this deep, they’ve learned a thing or three about delivering high-quality blends at a fair price point. This talent was put on full display through Brick House. Seemingly overnight, Brick House became one of America’s most popular cigars. Now, the next edition of Brick House has arrived — an even more economical option that’s born to satisfy. Hugged by a silky, Sun Grown Sumatra wrapper, Brick House Fumas feature a ‘Cuban sandwich’ blend of aged Nicaraguan tobaccos to deliver an incredibly smooth, yet eventful experience. Simply put, the same flavors, quality and consistency that made Brick House a household name, smothered in value-enhanced goodness. Even more simply put: you’ll love ‘em…you’ll love the price…and you’ll love burning these one after the other — early, often, affordably.​",Medium,"['Churchill', 'Gordo', 'Robusto', 'Toro']",Nicaraguan,Nicaraguan,False,No,More Details,Nicaragua,No,,"Churchill, Gordo, Robusto, Toro",No,Sun Grown,
